country,date,sector,value,timestamp,rounded_value,Treat,ln_value,Lockdown,Lockdown*Treat
India,19-01-2021,Power,3.73936,1611014400,3.739,1,1.318914474,1,1
India,20-01-2021,Power,3.82097,1611100800,3.821,1,1.340504317,1,1
India,21-01-2021,Power,3.86056,1611187200,3.861,1,1.350812251,1,1
India,22-01-2021,Power,3.87924,1611273600,3.879,1,1.355639258,1,1
India,23-01-2021,Power,3.83776,1611360000,3.838,1,1.344888863,1,1
India,24-01-2021,Power,3.69687,1611446400,3.697,1,1.307486516,1,1
India,25-01-2021,Power,3.71926,1611532800,3.719,1,1.313524724,1,1
India,26-01-2021,Power,3.58228,1611619200,3.582,1,1.275999469,1,1
India,27-01-2021,Power,3.7088,1611705600,3.709,1,1.310708374,1,1
India,28-01-2021,Power,3.79041,1611792000,3.79,1,1.332474193,1,1
India,29-01-2021,Power,3.84889,1611878400,3.849,1,1.347784795,1,1
India,30-01-2021,Power,3.86325,1611964800,3.863,1,1.351508798,1,1
India,31-01-2021,Power,3.74961,1612051200,3.75,1,1.321651835,1,1
India,01-02-2021,Power,3.78819,1612137600,3.788,1,1.331888332,1,1
India,02-02-2021,Power,3.83527,1612224000,3.835,1,1.344239837,1,1
India,03-02-2021,Power,3.93313,1612310400,3.933,1,1.369435547,1,1
India,04-02-2021,Power,3.726,1612396800,3.726,1,1.315335272,1,1
India,05-02-2021,Power,3.70955,1612483200,3.71,1,1.310910575,1,1
India,06-02-2021,Power,3.67893,1612569600,3.679,1,1.302621949,1,1
India,07-02-2021,Power,3.58659,1612656000,3.587,1,1.27720189,1,1
India,08-02-2021,Power,3.66267,1612742400,3.663,1,1.29819239,1,1
India,09-02-2021,Power,3.7892,1612828800,3.789,1,1.332154915,1,1
India,10-02-2021,Power,3.83075,1612915200,3.831,1,1.343060606,1,1
India,11-02-2021,Power,3.80776,1613001600,3.808,1,1.33704109,1,1
India,12-02-2021,Power,3.80904,1613088000,3.809,1,1.337377189,1,1
India,13-02-2021,Power,3.79797,1613174400,3.798,1,1.334466713,1,1
India,14-02-2021,Power,3.65992,1613260800,3.66,1,1.297441289,1,1
India,15-02-2021,Power,3.7911,1613347200,3.791,1,1.332656214,1,1
India,16-02-2021,Power,3.79995,1613433600,3.8,1,1.334987909,1,1
India,17-02-2021,Power,3.75773,1613520000,3.758,1,1.323815052,1,1
India,18-02-2021,Power,3.69284,1613606400,3.693,1,1.30639581,1,1
India,19-02-2021,Power,3.6173,1613692800,3.617,1,1.285727891,1,1
India,20-02-2021,Power,3.58033,1613779200,3.58,1,1.275454975,1,1
India,21-02-2021,Power,3.45225,1613865600,3.452,1,1.239026192,1,1
India,22-02-2021,Power,3.63537,1613952000,3.635,1,1.290710894,1,1
India,23-02-2021,Power,3.7223,1614038400,3.722,1,1.314341757,1,1
India,24-02-2021,Power,3.78712,1614124800,3.787,1,1.331605836,1,1
India,25-02-2021,Power,3.82834,1614211200,3.828,1,1.342431289,1,1
India,26-02-2021,Power,3.84439,1614297600,3.844,1,1.346614943,1,1
India,27-02-2021,Power,3.84439,1614384000,3.844,1,1.346614943,1,1
India,28-02-2021,Power,3.79852,1614470400,3.799,1,1.334611517,1,1
India,01-03-2021,Power,3.88133,1614556800,3.881,1,1.356177878,1,1
India,02-03-2021,Power,3.94001,1614643200,3.94,1,1.371183261,1,1
India,03-03-2021,Power,3.97279,1614729600,3.973,1,1.379468619,1,1
India,04-03-2021,Power,3.9657,1614816000,3.966,1,1.377682384,1,1
India,05-03-2021,Power,4.04374,1614902400,4.044,1,1.397170006,1,1
India,06-03-2021,Power,3.94379,1614988800,3.944,1,1.37214219,1,1
India,07-03-2021,Power,3.84384,1615075200,3.844,1,1.346471867,1,1
India,08-03-2021,Power,3.98183,1615161600,3.982,1,1.381741513,1,1
India,09-03-2021,Power,4.09595,1615248000,4.096,1,1.409998681,1,1
India,10-03-2021,Power,4.1379,1615334400,4.138,1,1.420188413,1,1
India,11-03-2021,Power,4.11476,1615420800,4.115,1,1.414580509,1,1
India,12-03-2021,Power,3.957,1615507200,3.957,1,1.375486162,1,1
India,13-03-2021,Power,3.84734,1615593600,3.847,1,1.347382,1,1
India,14-03-2021,Power,3.82435,1615680000,3.824,1,1.341388518,1,1
India,15-03-2021,Power,3.9908,1615766400,3.991,1,1.383991712,1,1
India,16-03-2021,Power,4.04644,1615852800,4.046,1,1.397837482,1,1
India,17-03-2021,Power,4.09116,1615939200,4.091,1,1.408828548,1,1
India,18-03-2021,Power,4.13891,1616025600,4.139,1,1.420432468,1,1
India,19-03-2021,Power,4.13095,1616112000,4.131,1,1.418507405,1,1
India,20-03-2021,Power,4.09042,1616198400,4.09,1,1.408647654,1,1
India,21-03-2021,Power,3.98211,1616284800,3.982,1,1.38181183,1,1
India,22-03-2021,Power,4.02742,1616371200,4.027,1,1.393125972,1,1
India,23-03-2021,Power,4.02199,1616457600,4.022,1,1.391776805,1,1
India,24-03-2021,Power,4.01656,1616544000,4.017,1,1.390425815,1,1
India,25-03-2021,Power,4.07646,1616630400,4.076,1,1.405228965,1,1
India,26-03-2021,Power,4.066,1616716800,4.066,1,1.402659715,1,1
India,27-03-2021,Power,4.0927,1616803200,4.093,1,1.409204899,1,1
India,28-03-2021,Power,3.95783,1616889600,3.958,1,1.375695895,1,1
India,29-03-2021,Power,3.63409,1616976000,3.634,1,1.290358736,1,1
India,30-03-2021,Power,3.75191,1617062400,3.752,1,1.322265044,1,1
India,31-03-2021,Power,3.92545,1617148800,3.925,1,1.367480994,1,1
India,01-04-2021,Power,3.92253,1617235200,3.923,1,1.366736854,1,1
India,02-04-2021,Power,3.98652,1617321600,3.987,1,1.38291867,1,1
India,03-04-2021,Power,4.03197,1617408000,4.032,1,1.39425509,1,1
India,04-04-2021,Power,3.93891,1617494400,3.939,1,1.370904035,1,1
India,05-04-2021,Power,4.05208,1617580800,4.052,1,1.39923033,1,1
India,06-04-2021,Power,4.04053,1617667200,4.041,1,1.396375871,1,1
India,07-04-2021,Power,4.10673,1617753600,4.107,1,1.412627091,1,1
India,08-04-2021,Power,4.17848,1617840000,4.178,1,1.429947544,1,1
India,09-04-2021,Power,4.13945,1617926400,4.139,1,1.420562929,1,1
India,10-04-2021,Power,4.10206,1618012800,4.102,1,1.411489287,1,1
India,11-04-2021,Power,3.98122,1618099200,3.981,1,1.381588305,1,1
India,12-04-2021,Power,4.09567,1618185600,4.096,1,1.409930318,1,1
India,13-04-2021,Power,4.15954,1618272000,4.16,1,1.425404491,1,1
India,14-04-2021,Power,4.00441,1618358400,4.004,1,1.387396254,1,1
India,15-04-2021,Power,3.9854,1618444800,3.985,1,1.382637684,1,1
India,16-04-2021,Power,3.99384,1618531200,3.994,1,1.384753174,1,1
India,17-04-2021,Power,3.89482,1618617600,3.895,1,1.359647465,1,1
India,18-04-2021,Power,3.86177,1618704000,3.862,1,1.351125628,1,1
India,19-04-2021,Power,3.93515,1618790400,3.935,1,1.369949001,1,1
India,20-04-2021,Power,4.00008,1618876800,4,1,1.386314361,1,1
India,21-04-2021,Power,3.9209,1618963200,3.921,1,1.366321219,1,1
India,22-04-2021,Power,3.78947,1619049600,3.789,1,1.332226168,1,1
India,23-04-2021,Power,3.73134,1619136000,3.731,1,1.316767418,1,1
India,24-04-2021,Power,3.79669,1619222400,3.797,1,1.334129635,1,1
India,25-04-2021,Power,3.69202,1619308800,3.692,1,1.306173734,1,1
India,26-04-2021,Power,3.90782,1619395200,3.908,1,1.362979674,1,1
India,27-04-2021,Power,3.94942,1619481600,3.949,1,1.373568733,1,1
India,28-04-2021,Power,3.97784,1619568000,3.978,1,1.380738958,1,1
India,29-04-2021,Power,3.9734,1619654400,3.973,1,1.379622151,1,1
India,30-04-2021,Power,3.94838,1619740800,3.948,1,1.373305368,1,1
